Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,"Healthcare setting, outpatient or emergency room",1347,16883,937,376,29,1936,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,"Healthcare setting, dead on arrival",23,292,,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,Decedent's home,2601,83076,2149,558,75,4260,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,Hospice facility,416,11061,1068,214,17,1287,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,Nursing home/long term care facility,3991,38013,2287,1061,29,5244,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,Other,548,18037,462,153,14,870,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Texas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,Total - All Places of Death,21850,117450,17934,12733,59,27083,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,"Healthcare setting, inpatient",16395,44363,14667,11018,41,20064,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,"Healthcare setting, outpatient or emergency room",725,7177,418,237,,907,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,"Healthcare setting, dead on arrival",12,118,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,Decedent's home,1927,37840,1091,532,11,2492,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,Hospice facility,360,4748,502,202,,662,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,Nursing home/long term care facility,2060,15227,1026,618,,2469,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,Other,371,7977,227,124,,476,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Texas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,Total - All Places of Death,1653,22212,1676,685,54,2698,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,"Healthcare setting, inpatient",890,4823,1032,507,31,1446,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,"Healthcare setting, outpatient or emergency room",37,816,37,13,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,"Healthcare setting, dead on arrival",,25,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,Decedent's home,222,9729,302,69,12,467,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,Hospice facility,0,0,0,0,0,0,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,Nursing home/long term care facility,466,5177,261,78,,656,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,Other,37,1642,42,17,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Utah,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,Total - All Places of Death,820,8653,723,424,0,1119,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,"Healthcare setting, inpatient",513,2107,488,319,0,682,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,"Healthcare setting, outpatient or emergency room",25,282,18,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,Decedent's home,137,3853,114,49,0,202,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,Hospice facility,0,0,0,0,0,0,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,Nursing home/long term care facility,131,1753,86,43,0,174,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,Other,14,653,17,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Utah,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,Total - All Places of Death,145,5983,299,34,18,428,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,"Healthcare setting, inpatient",41,1301,160,18,11,194,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,"Healthcare setting, outpatient or emergency room",,267,10,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,"Healthcare setting, dead on arrival",0,12,0,0,0,0,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,Decedent's home,13,2174,41,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,Hospice facility,0,345,13,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,Nursing home/long term care facility,84,1514,70,14,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,Other,,369,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Vermont,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,Total - All Places of Death,96,2709,123,34,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,"Healthcare setting, inpatient",47,589,75,23,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,"Healthcare setting, outpatient or emergency room",,107,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,Decedent's home,16,1082,20,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,Hospice facility,0,162,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,Nursing home/long term care facility,31,590,20,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,Other,0,178,0,0,0,0,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Vermont,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,Total - All Places of Death,6155,79509,5485,2375,153,9408,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,"Healthcare setting, inpatient",3777,24209,4247,2016,103,6104,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,"Healthcare setting, outpatient or emergency room",166,3981,180,50,12,308,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,"Healthcare setting, dead on arrival",10,207,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,Decedent's home,337,28619,393,66,20,682,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,Hospice facility,63,2094,73,30,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,Nursing home/long term care facility,1725,14506,532,197,13,2072,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,Other,69,5826,51,12,,111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Virginia,Place of death unknown,,67,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,Total - All Places of Death,4957,37503,3519,2201,,6280,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,"Healthcare setting, inpatient",3359,12673,2831,1884,,4308,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,"Healthcare setting, outpatient or emergency room",124,1841,82,44,0,162,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,"Healthcare setting, dead on arrival",,95,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,Decedent's home,421,13300,258,100,,582,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,Hospice facility,44,852,44,19,0,69,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,Nursing home/long term care facility,931,5945,253,123,,1061,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,Other,67,2758,43,25,0,85,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Virginia,Place of death unknown,,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,Total - All Places of Death,3698,63014,5079,1976,160,6956,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,"Healthcare setting, inpatient",2115,18089,3458,1451,112,4229,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,"Healthcare setting, outpatient or emergency room",65,1715,114,29,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,"Healthcare setting, dead on arrival",,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,Decedent's home,323,25246,600,125,26,824,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,Hospice facility,92,3654,181,42,,238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,Nursing home/long term care facility,1043,10890,645,307,,1390,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,Other,59,3372,80,22,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,Washington,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,Total - All Places of Death,1915,27993,2270,1194,,2992,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,"Healthcare setting, inpatient",1208,8226,1665,951,,1922,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,"Healthcare setting, outpatient or emergency room",33,768,41,12,0,62,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,"Healthcare setting, dead on arrival",,14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,Decedent's home,265,11628,271,106,,430,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,Hospice facility,60,1594,65,22,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,Nursing home/long term care facility,318,4367,199,94,0,423,
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,Other,29,1396,28,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,06/19/2021,By Year,2021,,Washington,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,West Virginia,Total - All Places of Death,1558,25644,2225,676,68,3175,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,West Virginia,"Healthcare setting, inpatient",976,7353,1629,557,50,2098,
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,West Virginia,"Healthcare setting, outpatient or emergency room",37,1888,78,13,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,West Virginia,"Healthcare setting, dead on arrival",0,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,12/31/2020,By Year,2020,,West Virginia,Decedent's home,60,8729,144,19,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
